#{"t_start": 1760975493.8415325, "env_id": "Pendulum-v1"}
r,l,t
-1130.969533,200,24.899595
-894.203705,200,25.035995
-905.416448,200,25.361976
-898.066256,200,25.6952
-1057.686855,200,26.026388
-1055.024362,200,26.352487
-1163.238281,200,26.505557
-1042.925692,200,26.884408
-1041.021233,200,27.21123
-782.971178,200,27.54643
-1088.907692,200,27.701893
-1203.462695,200,28.025254
-517.970252,200,28.36272
-1270.51439,200,28.676366
-1250.794532,200,29.022326
-1046.339411,200,29.160844
-925.669205,200,29.481001
-1051.198728,200,29.81537
-1067.218006,200,30.143844
-1089.297596,200,30.460957
-1056.293762,200,30.609758
-1070.933426,200,31.085887
-1101.525514,200,31.435652
-788.563754,200,31.811692
-919.820433,200,31.959058
-781.379735,200,32.297006
-1172.609598,200,32.609843
-916.729587,200,32.9554
-854.021455,200,33.275813
-975.696215,200,33.425823
-1082.149633,200,33.769216
-1217.556442,200,34.289692
-1044.573761,200,34.617445
-1264.324775,200,34.76397
-1081.781596,200,35.106652
-1170.196413,200,35.424497
-1110.219577,200,35.749197
-1017.389579,200,36.067368
-1097.7436,200,36.221916
-1114.074591,200,36.5491
-991.174078,200,36.871704
-1070.470336,200,37.19347
-1169.962675,200,37.421454
-1072.559104,200,37.774938
-1091.949332,200,38.100477
-884.627814,200,38.494691
-1080.314184,200,38.865072
-936.177019,200,39.037272
-1234.87041,200,39.360436
-1076.22937,200,39.755678
-1087.469446,200,40.109114
-935.962817,200,40.459912
-1048.55001,200,40.605783
-1123.384225,200,40.943195
-1137.318282,200,41.37941
-1348.300321,200,41.745373
-1239.892943,200,41.900036
-1061.406861,200,42.282843
-1026.336294,200,42.63992
-1088.837332,200,42.991277
-931.278324,200,43.323884
-845.67343,200,43.477613
-786.030546,200,43.818178
-1055.078389,200,44.163568
-1076.479692,200,44.492531
-988.675904,200,44.636528
-1054.569337,200,44.984193
-962.606164,200,45.311737
-1104.420152,200,45.662281
-1006.506884,200,46.040881
-999.593316,200,46.192417
-999.646505,200,46.571973
-896.101911,200,46.92277
-1062.733165,200,47.342175
-1213.880359,200,47.503335
-1039.688931,200,47.865305
-941.009196,200,48.192433
-1009.931307,200,48.545001
-944.031976,200,48.927016
-1072.360023,200,49.109435
-1070.056733,200,49.49174
-1010.627754,200,49.837695
-973.309443,200,50.160589
-798.712961,200,50.497588
-1114.416615,200,50.649937
-968.970889,200,50.982543
-955.053452,200,51.359602
-897.454265,200,51.690995
-1039.343438,200,51.828203
-824.976222,200,52.192437
-971.838728,200,52.539035
-1053.281801,200,52.865524
-823.338292,200,53.206139
-960.760478,200,53.362396
-975.408785,200,53.686184
-946.405178,200,54.09278
-932.596428,200,54.465207
-885.11448,200,54.656749
-1034.37792,200,55.150175
-804.995452,200,55.608719
-1012.16224,200,55.968268
-816.984018,200,56.342877
-1032.444373,200,56.491211
-957.571095,200,56.872051
-1065.055023,200,57.210726
-1088.532979,200,57.541542
-1027.212305,200,57.695273
-939.654644,200,58.01935
-947.577856,200,58.394056
-1002.338983,200,58.759508
-924.731264,200,59.130385
-1103.243802,200,59.289211
-1076.235957,200,59.643391
-1105.22913,200,59.975363
-1242.922954,200,60.311383
-1154.892659,200,60.651548
-1108.692082,200,60.824979
-1112.676273,200,61.150224
-1237.688159,200,61.474211
-1214.686276,200,61.828269
-1107.275083,200,61.99105
-1236.139925,200,62.3189
-921.615154,200,62.658158
-1086.438553,200,62.997454
-953.675459,200,63.369889
-1035.474511,200,63.520881
-907.540121,200,63.846843
-826.862531,200,64.199662
-921.983467,200,64.591988
-826.247734,200,64.773057
-1051.197186,200,65.1233
-851.104075,200,65.443966
-796.83326,200,65.781136
-926.659845,200,66.120823
-1037.460716,200,66.270349
-949.097513,200,66.61532
-796.59536,200,66.950294
-1075.136623,200,67.269491
-1083.708505,200,67.409809
-1107.432808,200,67.753854
-981.95827,200,68.09064
-1066.790784,200,68.401515
-967.043057,200,68.738921
-879.415365,200,68.878788
-1033.063024,200,69.214915
-846.075141,200,69.582412
-793.271994,200,69.94572
-949.377821,200,70.261063
-847.774955,200,70.394053
-992.768223,200,70.716378
-828.856385,200,71.040053
-984.407579,200,71.360251
-811.586256,200,71.510015
-1068.251165,200,71.864468
-995.997592,200,72.213557
-855.687101,200,72.549601
-1017.885998,200,72.889307
-933.882012,200,73.05908
-931.37293,200,73.382026
-961.192499,200,73.724369
-977.963377,200,74.06184
-858.980445,200,74.241618
-898.616473,200,74.590742
-960.887999,200,74.93751
-907.916115,200,75.278702
-852.545197,200,75.832325
-781.594534,200,75.93766
-777.472896,200,76.048492
-778.754858,200,76.149234
-791.024914,200,76.270641
-807.8858,200,76.381892
-817.384781,200,76.506777
-777.656211,200,76.639981
-803.950751,200,76.757886
-770.438095,200,76.872601
